
"01/06/2021,0.00",1,110,108,97,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,1.00",2,110,108,96,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,2.00",3,110,108,94,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,3.00",4,110,108,92,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,4.00",5,110,108,90,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,5.00",6,110,108,104,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,6.00",7,110,108,103,111,105,109,64,68,38,37,39,38,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,7.00",8,110,108,101,111,105,109,64,68,44,43,45,44,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,8.00",9,110,108,100,111,105,109,64,68,56,56,57,56,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,9.00",10,110,108,98,111,105,109,64,68,38,37,39,37,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,10.00",11,110,108,97,111,105,109,64,68,50,49,50,48,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,11.00",12,110,108,96,111,105,109,64,68,56,56,57,55,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,12.00",13,110,108,94,111,105,109,64,68,41,37,39,36,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
"01/06/2021,13.00",14,110,108,92,111,105,109,63,68,56,55,57,56,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
