
01/06/2021,0.00,110,108,97,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,1.00,110,108,96,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,2.00,110,108,94,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,3.00,110,108,92,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,4.00,110,108,90,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,5.00,110,108,104,111,105,109,64,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,6.00,110,108,103,111,105,109,64,68,38,37,39,38,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,7.00,110,108,101,111,105,109,64,68,44,43,45,44,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,8.00,110,108,100,111,105,109,64,68,56,56,57,56,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,9.00,110,108,98,111,105,109,64,68,38,37,39,37,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,10.00,110,108,97,111,105,109,64,68,50,49,50,48,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,11.00,110,108,96,111,105,109,64,68,56,56,57,55,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,12.00,110,108,94,111,105,109,64,68,41,37,39,36,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,13.00,110,108,92,111,105,109,63,68,56,55,57,56,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,14.00,110,108,90,111,105,109,63,68,48,49,52,50,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,15.00,110,108,101,111,105,109,63,68,33,31,33,31,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,16.00,110,108,100,111,105,109,63,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,17.00,110,108,98,111,105,109,63,68,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,18.00,110,108,97,111,105,109,63,67,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
01/06/2021,19.00,110,108,96,111,105,109,63,67,20,19,21,20,112,110,107,113,108,109,20,20,20,19,19,20,0,0,0,0,0,99,99,99,99,99,99
